Year,squirrel_id,taglft,tagrt,gr,locx,locy,reflo,sq_fate,2nd?,Confirmed present,OBS 1,Date 1,Date 2,CA1,CA2,Width,Length,No_Quad,Quad_area,Q1A_old,Q1A_new,Q1B_old,Q1B_new,Q2A_old,Q2A_new,Q2B_old,Q2B_new,Q3A_old,Q3A_new,Q3B_old,Q3B_new,Q4A_old,Q4A_new,Q4B_old,Q4B_new,total_old,total_new,
2023,26031,M9974,M9975,SU,E.0,3.5,E3.,21,,,BLS,19-Sep,,3,,540,610,8,0.9,67,9,9,11,0,1,24,8,95,0,31,0,25,1,60,0,311,30,
2023,100010,M8801,M8802,SU,B.5,12.5,B.12.,21,,,SB,20-Sep,,2,,430,620,8,0.9,0,0,0,0,24,4,18,3,6,0,1,0,1,0,1,0,51,7,
2023,100019,M8803,M8804,SU,T.0,3.0,T3,21,,,SB,21-Sep,,4,,490,520,8,0.9,433,0,593,0,119,0,550,0,140,0,47,0,19,1,141,0,2042,1,
2023,100022,M8807,M8808,SU,R.0,4.0,R4,21,,,BLS,21-Sep,,2,,350,400,8,0.9,17,0,9,2,34,4,245,0,0,0,163,1,29,0,16,0,513,7,
2023,100029,F9866,F9867,SU,H.5,12.0,H.12,21,,,BLS,20-Sep,,2,,720,690,8,0.9,5,0,12,19,32,2,2,0,97,0,74,0,23,0,29,0,274,21,
2023,100031,M8811,M8812,SU,-0.5,5.5,-0.5.,21,,,BLS,16-Sep,,4,,620,910,8,0.9,337,0,131,0,262,0,88,0,16,0,8,0,67,1,205,0,1114,1,
2023,100032,M8415,M8416,SU,T.5,7.5,T.7.,21,,,BLS,20-Sep,,4,,850,875,8,0.9,2,0,26,0,43,0,20,0,62,0,324,0,18,0,29,0,524,0,
2023,100060,M8899,M8900,SU,Q.0,7.0,Q7,21,,,BLS,20-Sep,,4,,570,660,8,0.9,11,0,323,3,19,0,24,0,35,0,15,0,189,0,244,0,860,3,
2023,100078,M8847,M8848,SU,N.0,4.0,N4,21,,,BLS,21-Sep,,2,,250,320,8,0.9,0,0,0,0,0,8,8,3,0,0,0,0,12,0,0,0,20,11,
2023,100108,M8895,M8896,SU,K.5,8.0,K.8,21,,,BLS,19-Sep,,3,,680,740,8,0.9,90,0,1,0,73,0,59,0,45,0,64,0,82,3,97,7,511,10,
2023,100111,M8449,M8450,SU,S.0,1.0,S1,21,,,BLS,20-Sep,,3,,520,680,8,0.9,23,0,31,0,26,0,39,0,31,0,27,0,163,0,120,0,460,0,
2023,100151,M8849,M8898,SU,D.0,9.0,D9,21,,,BLS,18-Sep,,3,,510,890,8,0.9,318,3,53,0,235,0,14,0,180,0,49,0,297,0,146,0,1292,3,
2023,100152,M8886,M8887,SU,C.0,18.0,C18,21,,,BLS,18-Sep,,2,,620,730,8,0.9,84,4,1,0,45,0,75,0,65,0,11,0,138,0,49,0,468,4,
2023,100169,M8826,M8827,SU,-2.5,6.0,-2.6,21,,,NKMH,20-Sep,,2,,730,760,8,0.9,61,0,37,0,3,0,2,0,160,0,56,0,28,0,100,0,447,0,
2023,100269,M8832,M8833,SU,D.0,15.0,D15,21,,,BLS,18-Sep,,2,,540,880,8,0.9,9,0,18,0,16,0,6,0,15,0,4,0,2,0,3,2,73,2,
2023,100272,S6541,S6542,KL,-6.0,12.0,-612,21,,,SB,21-Sep,,2,,380,410,8,0.9,10,0,109,0,52,0,15,0,36,0,6,0,3,0,10,0,241,0,
2023,25591,M7635,M7636,KL,-6.0,11.0,-611,21,,,SB,21-Sep,,4,,310,670,8,0.9,19,0,458,1,151,0,32,0,360,0,172,0,121,0,480,0,1793,1,
2023,100208,S6939,S6940,KL,-3.0,12.0,-312,21,,,NKMH,22-Sep,,1,,270,280,8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
2023,25913,S6535,M7661,KL,-0.5,12.0,-0.12,21,,,NKMH,20-Sep,,1,,260,270,8,0.9,0,0,8,0,10,0,8,0,7,0,9,0,7,0,7,0,56,0,
2023,100222,M9332,M9333,KL,B.0,2.0,B2,21,,,NKMH,16-Sep,,1,,400,520,8,0.9,4,0,0,0,18,0,8,0,9,0,0,0,9,0,5,1,53,1,
2023,100274,S6538,S6539,KL,F.0,1.0,F1,21,,,NKMH,15-Sep,,1,,660,810,8,0.9,0,0,1,0,3,0,3,0,7,0,9,0,30,0,52,0,105,0,
2023,25902,M7963,M7964,KL,G.0,10.5,G10.,21,,,SB,19-Sep,,3,,320,340,8,0.9,0,0,18,0,4,0,5,0,6,0,36,0,17,0,7,0,93,0,
2023,100260,M9630,M9631,KL,H.0,1.0,H1,21,,,NKMH,15-Sep,,1,,475,630,8,0.9,2,0,8,0,12,0,11,0,19,0,17,0,28,0,67,0,164,0,
2023,25899,M7965,M7966,KL,H.0,11.0,H11,21,,,BLS,15-Sep,,3,,520,610,8,0.9,294,0,85,1,252,0,285,0,361,0,158,0,459,0,179,0,2073,1,
2023,100261,M9695,M9696,KL,H.0,6.0,H6,21,,,BLS,15-Sep,,1,,220,260,8,0.9,17,0,0,0,7,0,2,0,1,0,14,0,7,0,0,0,48,0,
2023,100207,S6272,S6273,KL,M.0,10.0,M10,21,,,BLS,15-Sep,,3,,340,390,8,0.9,209,0,523,0,15,0,164,0,52,0,225,0,70,0,180,0,1438,0,
2023,100052,M9687,-,KL,M.0,14.0,M14,21,,,NKMH,17-Sep,,1,,410,570,8,0.9,2,0,0,0,0,0,1,0,4,0,60,0,11,0,0,0,78,0,
2023,,,,SU,-2.5,19.0,-2.19,21,,,BLS,18-Sep,,5,,790,820,8,0.9,48,15,65,4,178,0,272,11,37,1,65,3,28,0,53,18,746,52,
2023,,,,SU,B.5,15.5,B15.,21,,,SB,20-Sep,,3,,380,500,8,0.9,9,0,36,0,22,0,27,0,4,0,19,0,4,0,12,0,133,0,
2021,22028,M6338,F9736,BT,B.0,3.5,B3.,,,,"DKZ, KAC",18-Sep,,1,,360,450,8,0.9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,
2021,22028,M6338,F9736,BT,B.5,4.0,B.4,,,,"DKZ, KAC",18-Sep,,1,,340,360,8,0.9,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,9,0,
2021,22028,M6338,F9736,BT,C.0,3.0,C3,,,,"DKZ, KAC",18-Sep,,1,,220,500,8,0.9,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,
2021,25033,M7304,M7305,BT,0.5,2.0,0.2,,,,"MDM, KAC",15-Sep,,2,,310,365,8,0.9,11,0,3,0,1,0,0,0,0,0,2,0,7,0,1,0,25,0,
2021,24831,M5836,M5837,BT,E.0,3.5,E3. ,,,,"MDM, KAC",15-Sep,,1,,360,440,8,0.9,4,0,12,0,0,0,0,0,3,0,0,0,0,0,1,0,20,0,
2021,25047,M6787,M6788,BT,I.0,7.0,I7 ,,,,"DKZ, KAC",18-Sep,,1,,390,450,8,0.9,4,0,0,0,1,0,5,0,2,0,4,0,46,0,0,0,62,0,
2021,25160,M7833,M7834,BT,K.5,8.0,K.8,,,,"DKZ, KAC",18-Sep,,1,,320,400,8,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,
2021,25101,M7306,M7307,BT,I.5,8.0,I.8,,,,"DKZ, KAC",18-Sep,,1,,300,370,8,0.9,3,0,0,0,0,0,3,0,1,0,0,0,19,0,0,0,26,0,
2021,25163,M6691,M6603,BT,M.0,5.5,M5.,,,,"DKZ, KAC",18-Sep,,2,,340,350,8,0.9,60,0,7,0,46,0,84,0,16,0,2,0,2,0,226,0,443,0,
2021,25102,M7308,M7309,BT,J.0,3.0,J3,,,,"MDM, KAC",15-Sep,,1,,430,560,8,0.9,15,0,0,0,4,0,6,0,0,0,6,0,15,0,0,0,46,0,
2021,25209,M7252,M7218,BT,L.0,3.0,L3,,,,"DKZ, KAC",18-Sep,,1,,380,680,8,0.9,8,0,0,0,13,0,12,0,23,0,9,0,4,0,12,0,81,0,
2021,25042,M7920,M7921,BT,E.5,0.0,E.0,,,,"DKZ, KAC",18-Sep,,1,,310,320,8,0.9,1,0,2,0,2,0,4,0,2,0,2,0,0,0,4,0,17,0,
2021,25162,M6608,M6686,BT,R.0,2.5,R2.,,,,"DKZ, KAC",18-Sep,,1,,300,340,8,0.9,0,0,0,0,0,0,1,0,12,0,3,0,75,0,81,0,172,0,
2021,24853,M7374,M7375,BT,D.0,2.0,D2,,,,"MDM, KAC",15-Sep,,2,,270,290,8,0.9,3,0,1,0,1,0,2,0,6,0,0,0,0,0,90,0,103,0,
2021,25024,M8144,M7303,BT,K.0,6.0,K6,,,,"DKZ, KAC",18-Sep,,1,,220,235,8,0.9,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,8,0,
2021,24842,M6848,M6849,BT,G.0,5.5,G5.,,,,"MDM, KAC",15-Sep,,1,,480,640,8,0.9,2,0,1,0,7,0,0,0,2,0,0,0,0,0,14,0,26,0,
2021,24882,M7371,M5637,BT,K.0,5.0,K5,,,,"MDM, KAC",15-Sep,,1,,340,350,8,0.9,8,0,13,0,3,0,2,0,3,0,4,0,11,0,3,0,47,0,
2021,25365,F9583,F9584,BT,C.5,1.0,C.1,,,,"MDM, KAC",15-Sep,,2,,480,580,8,0.9,0,0,0,0,205,0,67,0,2,0,9,0,79,0,104,0,466,0,
2021,25402,M8126,M8127,BT,B.0,1.5,B1.,,,,"MDM, KAC",15-Sep,,1,,220,230,8,0.9,1,0,0,0,6,0,2,0,0,0,0,0,0,0,7,0,16,0,
2021,25400,M7334,M7335,BT,O.5,3.0,O.3,,,,"DKZ, KAC",18-Sep,,1,,300,640,8,0.9,0,0,0,0,1,0,2,0,0,0,6,0,3,0,0,0,12,0,
2021,25401,M7332,M7333,BT,K.0,6.5,K6.,,,,"MDM, KAC",15-Sep,,1,,270,360,8,0.9,0,0,3,0,2,0,0,0,0,0,0,0,9,0,0,0,14,0,
2021,25286,M7984,M7985,BT,J.5,1.0,J.1,,,,"DKZ, KAC",18-Sep,,1,,360,480,8,0.9,0,0,2,0,2,0,9,0,1,0,1,0,3,0,0,0,18,0,
2021,25287,M7982,M7983,BT,J.5,4.5,J.4,,,,"MDM, KAC",15-Sep,,1,,140,150,8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021,24835,M6875,M6874,KL,-5.0,12.0,-512,,,,"JLK, KAC",20-Sep,,2,,550,630,8,0.9,6,0,24,0,32,0,2,0,28,0,54,0,157,0,34,0,337,0,
2021,24431,M7806,-,KL,-5.0,13.0,-513,,,,"JLK, KAC",14-Sep,,1,,525,584,8,0.9,6,0,24,0,2,0,19,0,12,0,10,0,3,0,11,0,87,0,
2021,25142,M6682,M6610,KL,-7.0,9.5,-7.9,,,,"JLK, KAC",20-Sep,,1,,315,610,8,0.9,4,0,14,0,36,0,40,0,45,0,44,0,16,0,38,0,237,0,
2021,25142,M6682,M6610,KL,-6.0,10.0,-610,,,,"JLK, KAC",20-Sep,,4,,520,640,8,0.9,27,0,248,0,67,0,62,0,16,0,73,0,160,0,9,0,662,0,
2021,24256,M6359,M5169,KL,C.5,5.0,C.0.,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,370,470,8,0.9,4,0,9,0,8,0,14,0,3,0,6,0,19,0,4,0,67,0,
2021,23919,M5148,M6203,KL,-5.0,9.0,-59,,,,"JLK, KAC",20-Sep,,4,,620,730,8,0.9,37,0,440,0,150,0,25,0,73,0,64,0,20,0,231,0,1040,0,
2021,24784,M6820,M6821,KL,-7.5,12.5,-7.12.,,,,"JLK, KAC",20-Sep,,4,,440,650,8,0.9,90,0,226,0,12,0,32,0,3,0,67,0,93,0,242,0,765,0,
2021,23294,M5015,M5016,KL,-1.0,10.0,-110,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,500,600,8,0.9,20,0,0,0,28,0,8,0,40,0,51,0,8,0,27,0,182,0,
2021,25153,M7274,M7278,KL,H.0,15.0,H15,,,,"KAC,DKZ,JLK",16-Sep,,1,,480,420,8,0.9,2,0,15,0,7,0,6,0,0,0,0,0,5,0,6,0,41,0,
2021,23466,F9292,F9293,KL,H.0,11.0,H11,,,,"KAC,DKZ,JLK",16-Sep,,4,,650,520,8,0.9,5,0,26,0,17,0,13,0,93,0,265,0,49,0,2,0,470,0,
2021,25180,M4989,M4210,KL,-3.0,8.0,-38,,,,"JLK, KAC",14-Sep,,1,,380,460,8,0.9,1,0,4,0,0,0,7,0,3,0,1,0,1,0,7,0,24,0,
2021,25181,M7482,M7483,KL,A.0,8.0,A8,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,400,500,8,0.9,17,0,5,0,14,0,11,0,13,0,7,0,82,0,32,0,181,0,
2021,24424,F9240,M6505,KL,G.5,2.0,G.2,,,,"JLK, KAC",14-Sep,,1,,535,720,8,0.9,20,0,57,0,44,0,43,0,23,0,53,0,98,0,47,0,385,0,
2021,24003,M6156,M6157,KL,O.0,1.0,O1,,,,"JLK,KAC,NMK",18-Sep,,3,,500,570,8,0.9,3,0,7,0,86,0,10,0,75,0,20,0,155,0,122,0,478,0,
2021,24702,M5646,M6096,KL,I.0,5.0,I5,,,,"MDM, KAC, JLK, DKZ, NMK",13-Sep,,2,,530,700,8,0.9,1,0,22,0,22,0,24,0,42,0,24,0,54,0,9,0,198,0,
2021,24591,F9928,F9929,KL,N.0,6.0,N6,,,,"DKZ,KAC,JLK",16-Sep,,1,,350,320,8,0.9,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,
2021,24002,M6152,M4223,KL,N.0,1.5,N1.,,,,"JLK,KAC,NMK",18-Sep,,1,,360,390,8,0.9,3,0,19,0,9,0,104,0,0,0,4,0,87,0,333,0,559,0,
2021,24033,M6379,M7811,KL,A.0,3.5,A3.,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,330,690,8,0.9,3,0,27,0,22,0,19,0,210,0,1,0,464,0,37,0,783,0,
2021,24850,M6372,M7840,KL,0.0,5.5,05.,,,,"JLK, KAC",14-Sep,,1,,555,730,8,0.9,15,0,12,0,146,0,29,0,17,0,19,0,6,0,49,0,293,0,
2021,25184,M7868,M7869,KL,I.5,16.0,I.16,,,,"KAC,DKZ,JLK",16-Sep,,1,,320,300,8,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2021,25185,M7054,M7055,KL,F.0,18.5,F18.,,,,"KAC,DKZ,JLK",16-Sep,,1,,470,620,8,0.9,8,0,4,0,8,0,18,0,15,0,19,0,23,0,3,0,98,0,
2021,25186,M7860,M7861,KL,F.0,17.0,F17,,,,"KAC,DKZ,JLK",16-Sep,,1,,350,460,8,0.9,3,0,3,0,0,0,15,0,6,0,7,0,0,0,2,0,36,0,
2021,21387,H4736,M0994,KL,J.0,1.0,J1,,,,"MDM, KAC, JLK, DKZ, NMK",13-Sep,,1,,460,603,8,0.9,12,0,9,0,9,0,7,0,9,0,9,0,2,0,9,0,66,0,
2021,24577,M6199,M6200,KL,-1.0,4.0,-14,,,,"JLK, KAC",14-Sep,,1,,420,650,8,0.9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,50,0,61,0,
2021,24703,-,M5645,KL,O.5,8.0,O.8,,,,"JLK,KAC,NMK",18-Sep,,1,,300,375,8,0.9,2,0,17,0,0,0,13,0,1,0,0,0,9,0,15,0,57,0,
2021,25082,M7029,M6846,KL,L.0,11.0,L11,,,,"DKZ,KAC,JLK",16-Sep,,2,,510,450,8,0.9,8,0,7,0,29,0,10,0,0,0,0,0,113,0,92,0,259,0,
2021,24459,M6574,M6575,KL,E.0,15.0,E15,,,,"KAC,DKZ,JLK",16-Sep,,1,,240,270,8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021,25150,M7853,M7854,KL,A.0,10.5,A10.,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,505,510,8,0.9,2,0,22,0,31,0,28,0,2,0,2,0,49,0,14,0,150,0,
2021,24818,M7099,M7100,KL,-4.5,10.0,-4.10,,,,"JLK, KAC",20-Sep,,2,,370,540,8,0.9,7,0,5,0,5,0,107,0,7,0,6,0,1,0,5,0,143,0,
2021,24818,M7099,M7100,KL,-3.0,10.0,-310,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,465,825,8,0.9,5,0,4,0,16,0,33,0,34,0,3,0,13,0,103,0,211,0,
2021,24787,M4217,M7813,KL,J.0,11.0,J11,,,,"KAC,DKZ,JLK",16-Sep,,2,,630,600,8,0.9,16,0,0,0,46,0,41,0,69,0,22,0,45,0,17,0,256,0,
2021,24609,J3242,M7259,KL,-5.0,5.0,-55,,,,"JLK,KAC",20-Sep,,1,,150,185,8,0.9,0,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,10,0,
2021,24372,-,M6109,KL,A.5,14.5,A.14.,,,,"JLK, KAC",14-Sep,,1,,279,280,8,0.9,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,9,0,
2021,24506,M6520,M6365,KL,-1.0,14.5,-114.,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,200,220,8,0.9,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,7,0,
2021,25015,M6475,M6448,KL,,,N8.,,,,"JLK,KAC,NMK",18-Sep,,1,,320,330,8,0.9,1,0,1,0,0,0,0,0,3,0,0,0,5,0,4,0,14,0,
2021,25218,M2635,M2634,KL,-7.0,5.0,-75,,,,"JLK, KAC",20-Sep,,1,,180,310,8,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,
2021,25099,M7383,M6604,KL,I.0,21.0,I21,,,,"KAC,DKZ,JLK",16-Sep,,1,,460,400,8,0.9,0,0,2,0,2,0,0,0,4,0,1,0,1,0,3,0,13,0,
2021,24721,M5170,M5171,KL,C.5,17.0,C.17,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,420,430,8,0.9,16,0,16,0,5,0,0,0,10,0,1,0,32,0,104,0,184,0,
2021,24793,M6086,M6087,KL,-7.5,6.0,-7.6,,,,"JLK, KAC",20-Sep,,2,,390,395,8,0.9,63,0,9,0,108,0,92,0,25,0,0,0,36,0,112,0,445,0,
2021,24796,M5638,M6294,KL,E.0,1.0,E1,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,500,510,8,0.9,670,0,131,0,140,0,110,0,102,0,0,0,728,0,437,0,2318,0,
2021,23724,M3788,M3777,KL,B.5,10.5,B.10.,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,350,500,8,0.9,46,0,45,0,21,0,20,0,14,0,27,0,6,0,104,0,283,0,
2021,24471,M6568,M6569,KL,F.0,6.5,F6.,,,,"JLK, KAC",14-Sep,,1,,480,573,8,0.9,10,0,0,0,0,0,9,0,0,0,3,0,8,0,0,0,30,0,
2021,24661,M6405,M6406,KL,F.0,3.0,F3,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,390,480,8,0.9,0,0,0,0,6,0,3,0,0,0,20,0,0,0,117,0,146,0,
2021,24892,M6969,M7500,KL,H.5,3.5,H.3.,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,325,420,8,0.9,5,0,10,0,1,0,10,0,0,0,7,0,3,0,3,0,39,0,
2021,24621,F9647,F9648,KL,P.0,9.0,P9,,,,"JLK,KAC,NMK",18-Sep,,1,,400,430,8,0.9,6,0,21,0,28,0,7,0,20,0,11,0,135,0,32,0,260,0,
2021,25330,M7885,M7886,KL,-8.5,12.0,-8.12,,,,"JLK, KAC",20-Sep,,4,,430,550,8,0.9,29,0,320,0,155,0,17,0,85,0,36,0,307,0,3,0,952,0,
2021,25331,M7882,M7883,KL,-2.0,7.0,-27,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,550,560,8,0.9,0,0,11,0,9,0,0,0,0,0,3,0,19,0,44,0,86,0,
2021,25275,M7385,M7869,KL,I.0,2.5,I2.,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,380,450,8,0.9,1,0,6,0,0,0,14,0,0,0,6,0,0,0,13,0,40,0,
2021,25240,M7594,M7595,KL,C.0,13.0,C13,,,,"JLK, KAC",14-Sep,,1,,322,420,8,0.9,10,0,15,0,16,0,28,0,1,0,101,0,17,0,23,0,211,0,
2021,25257,M7451,M2632,KL,B.0,2.0,B2,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,450,490,8,0.9,0,0,9,0,13,0,3,0,1,0,0,0,0,0,6,0,32,0,
2021,25397,M7857,M7858,KL,G.0,9.0,G9,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,310,380,8,0.9,0,0,4,0,0,0,3,0,0,0,0,0,15,0,15,0,37,0,
2021,25276,F9578,M7422,KL,K.0,1.5,K1.,,,,"JLK,KAC,NMK",18-Sep,,1,,210,245,8,0.9,8,0,3,0,1,0,0,0,8,0,2,0,6,0,0,0,28,0,
2021,25406,M7312,M7313,KL,J.0,9.0,J.9,,,,"JLK,KAC,NMK",18-Sep,,1,,440,500,8,0.9,10,0,54,0,23,0,32,0,7,0,10,0,49,0,11,0,196,0,
2021,25290,M7935,M7936,KL,O.5,2.5,O.2.,,,,"JLK,KAC,NMK",18-Sep,,1,,250,310,8,0.9,7,0,3,0,7,0,2,0,0,0,1,0,3,0,0,0,23,0,
2021,25337,-,M8000,KL,M.5,15.0,M.15,,,,"JLK,KAC,NMK",18-Sep,,2,,310,410,8,0.9,18,0,30,0,70,0,17,0,63,0,84,0,12,0,62,0,356,0,
2021,25255,M7453,M7454,KL,D.0,7.0,D7,,,,"KAC, DKZ, NMK",22-Sep,,N/A,,390,440,8,0.9,16,0,7,0,36,0,4,0,0,0,28,0,22,0,17,0,130,0,
2021,25346,M7850,M7749,KL,K.0,6.0,K6,,,,"MDM, KAC, JLK, DKZ, NMK",13-Sep,,1,,488,623,8,0.9,1,0,3,0,28,0,1,0,12,0,39,0,1,0,0,0,85,0,
2021,25413,M2620,M2631,KL,L.0,17.0,L.17,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,310,360,8,0.9,0,0,0,0,0,0,0,0,16,0,1,0,1,0,0,0,18,0,
2021,25383,M7540,M7541,KL,-3.0,5.5,-35.,,,,"KAC, DKZ, NMK",23-Sep,,N/A,,300,335,8,0.9,5,0,2,0,15,0,0,0,0,0,0,0,1,0,84,0,107,0,
2021,25417,M8501,M8502,KL,N.5,16.5,N.16.,,,,"JLK,KAC,NMK",18-Sep,,1,,310,340,8,0.9,1,0,1,0,27,0,0,0,13,0,5,0,15,0,2,0,64,0,
2021,25189,M4244,M4245,JO,G.5,11.5,G.11.,,,,"NKH, JLK",19-Sep,,1,,190,640,8,0.9,2,0,0,0,6,0,76,0,6,0,0,0,3,0,3,0,96,0,
2021,24680,S0955,M7227,JO,C.5,2.0,C.2,,,,"DKZ,MDM",14-Sep,,2,,560,610,8,0.9,2,0,5,0,11,0,13,0,56,0,3,0,5,0,4,0,99,0,
2021,24769,M5834,M5835,JO,D.0,3.0,D3,,,,"DKZ,MDM",14-Sep,,4,,410,640,8,0.9,38,0,4,0,4,0,74,0,0,0,6,0,540,0,316,0,982,0,
2021,24729,M6624,M6625,JO,I.0,1.0,I1,,,,"DKZ,MDM",14-Sep,,1,,450,520,8,0.9,1,0,3,0,4,0,2,0,6,0,1,0,12,0,2,0,31,0,
2021,23842,F9560,M4249,JO,I.0,5.0,I5,,,,"NKH, MDM",16-Sep,,4,,550,580,8,0.9,95,0,8,0,0,0,152,0,80,0,33,0,35,0,14,0,417,0,
2021,24692,M6981,M6982,JO,0.0,3.0,03,,,,"DKZ,MDM",14-Sep,,1,,395,480,8,0.9,4,0,8,0,15,0,31,0,3,0,10,0,9,0,11,0,91,0,
2021,25190,M6765,M2663,JO,H.0,8.5,H8.,,,,"NKH, JLK",19-Sep,,1,,110,245,8,0.9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,11,0,14,0,
2021,25191,H3467,F5048,JO,J.5,12.5,J.12.,,,,"KAC, DKZ",19-Sep,,2,,670,470,8,0.9,23,0,46,0,20,0,6,0,4,0,30,0,0,0,111,0,240,0,
2021,25192,M4246,M4247,JO,J.0,17.5,J17.,,,,"KAC, DKZ",19-Sep,,1,,250,370,8,0.9,8,0,5,0,0,0,0,0,0,0,42,0,5,0,0,0,60,0,
2021,25194,M4233,M4234,JO,M.5,4.0,M.4,,,,"NKH, MDM",16-Sep,,1,,220,220,8,0.9,8,0,23,0,13,0,16,0,4,0,17,0,0,0,10,0,91,0,
2021,25195,M6721,M0929,JO,L.0,11.0,L11,,,,"NKH, MDM",16-Sep,,1,,210,260,8,0.9,0,0,5,0,95,0,16,0,1,0,5,0,1,0,44,0,167,0,
2021,25196,M6776,M6777,JO,K.0,10.5,K10.,,,,"KAC, DKZ",19-Sep,,1,,450,380,8,0.9,4,0,59,0,10,0,5,0,19,0,0,0,3,0,32,0,132,0,
2021,25197,M6780,M6781,JO,K.5,6.5,K.6.,,,,"NKH, MDM",16-Sep,,1,,270,270,8,0.9,13,0,8,0,1,0,4,0,37,0,9,0,2,0,6,0,80,0,
2021,25198,M5424,H3457,JO,K.5,7.5,K.7.,,,,"NKH, MDM",16-Sep,,1,,215,470,8,0.9,2,0,4,0,7,0,2,0,0,0,5,0,1,0,2,0,23,0,
2021,25199,M5845,M5847,JO,B.5,11.5,B.11.,,,,"NKH, JLK",19-Sep,,1,,130,210,8,0.9,0,0,4,0,0,0,4,0,2,0,9,0,6,0,2,0,27,0,
2021,25200,F9723,F9724,JO,L.0,16.5,L16.,,,,"KAC, DKZ",19-Sep,,1,,350,500,8,0.9,1,0,6,0,2,0,4,0,5,0,0,0,2,0,34,0,54,0,
2021,25201,M7835,M7836,JO,J.5,15.5,J.15.,,,,"KAC, DKZ",19-Sep,,3,,640,630,8,0.9,1,0,0,0,0,0,2,0,0,0,23,0,76,0,0,0,102,0,
2021,23805,F9553,F9554,JO,S.0,1.5,S1.,,,,"KAC, DKZ",18-Sep,,4,,510,730,8,0.9,34,0,21,0,9,0,4,0,0,0,9,0,47,0,40,0,164,0,
2021,25164,M7058,M7066,JO,T.0,11.0,T11,,,,"KAC, DKZ",19-Sep,,1,,260,280,8,0.9,2,0,0,0,1,0,0,0,1,0,0,0,35,0,2,0,41,0,
2021,25140,M7846,M7847,JO,Q.0,9.0,Q9,,,,"KAC, DKZ",19-Sep,,1,,605,350,8,0.9,0,0,2,0,10,0,1,0,1,0,3,0,2,0,13,0,0,0,
2021,25005,M4256,M6879,JO,P.5,5.5,P.5.,,,,"KAC,DKZ",19-Sep,,1,,320,330,8,0.9,0,0,0,0,0,0,0,0,1,0,3,0,2,0,13,0,19,0,
2021,24357,F9841,F9842,JO,P.5,11.5,P.11.,,,,"KAC, DKZ",19-Sep,,2,,540,400,8,0.9,14,0,29,0,0,0,39,0,53,0,0,0,11,0,120,0,266,0,
2021,25203,M6832,M6833,JO,G.5,1.0,G.1,,,,"DKZ,MDM",14-Sep,,3,,520,540,8,0.9,1,0,1,0,66,0,25,0,12,0,22,0,6,0,34,0,167,0,
2021,25204,M6318,M6838,JO,E.0,1.5,E1.,,,,"DKZ,MDM",14-Sep,,1,,435,450,8,0.9,2,0,1,0,28,0,0,0,1,0,14,0,2,0,2,0,50,0,
2021,25205,M4228,M4229,JO,F.0,16.0,F16,,,,"NKH, JLK",19-Sep,,1,,190,240,8,0.9,0,0,2,0,9,0,2,0,0,0,5,0,0,0,0,0,18,0,
2021,25206,M6977,M6978,JO,A.5,5.0,A.5,,,,"DKZ, MDM",14-Sep,,3,,610,646,8,0.9,45,0,10,0,87,0,19,0,69,0,99,0,5,0,176,0,510,0,
2021,25208,F9738,F9739,JO,L.0,18.0,L18,,,,"KAC, DKZ",19-Sep,,1,,600,570,8,0.9,3,0,4,0,12,0,0,0,0,0,31,0,0,0,1,0,51,0,
