Year,squirrel_id,taglft,tagrt,gr,locx,locy,reflo,sq_fate,2nd?,Confirmed present,OBS 1,Date 1,Date 2,CA1,CA2,Width,Length,No_Quad,Quad_area,Q1A_old,Q1A_new,Q1B_old,Q1B_new,Q2A_old,Q2A_new,Q2B_old,Q2B_new,Q3A_old,Q3A_new,Q3B_old,Q3B_new,Q4A_old,Q4A_new,Q4B_old,Q4B_new,total_old,total_new,
2021,25211,M3378,M3377,JO,P.0,18.0,P18,,,,"KAC, DKZ",19-Sep,,2,,440,645,8,0.9,6,0,6,0,10,0,0,0,2,0,2,0,3,0,4,0,33,0,
2021,24826,F9735,F9742,JO,R.0,18.0,R18,,,,"KAC, DKZ",19-Sep,,1,,390,310,8,0.9,7,0,2,0,33,0,1,0,22,0,58,0,242,0,85,0,450,0,
2021,25212,M4252,M4253,JO,R.0,13.0,R13,,,,"KAC, DKZ",19-Sep,,1,,500,300,8,0.9,0,0,4,0,0,0,4,0,4,0,12,0,2,0,10,0,36,0,
2021,25214,M2662,M2659,JO,N.0,16.5,N16.,,,,"KAC, DKZ",19-Sep,,1,,450,620,8,0.9,10,0,3,0,19,0,32,0,1,0,6,0,9,0,6,0,86,0,
2021,25069,M6763,M6764,JO,G.5,3.0,G.3,,,,"DKZ,MDM",14-Sep,,1,,350,510,8,0.9,2,0,6,0,25,0,0,0,0,0,4,0,0,0,0,0,37,0,
2021,25215,M7397,M7398,JO,F.0,16.5,F16.,,,,"NKH, JLK",19-Sep,,1,,150,520,8,0.9,4,0,36,0,17,0,19,0,66,0,20,0,17,0,13,0,192,0,
2021,25216,-,M0926,JO,F.5,10.5,F.10.,,,,"NKH, JLK",19-Sep,,1,,260,375,8,0.9,0,0,0,0,0,0,7,0,2,0,14,0,1,0,10,0,34,0,
2021,25217,M2637,M4251,JO,N.0,16.0,N16,,,,"KAC, DKZ",19-Sep,,1,,470,450,8,0.9,8,0,0,0,19,0,12,0,5,0,6,0,1,0,14,0,65,0,
2021,25219,M7879,M7878,JO,A.5,13.0,A.13,,,,"NKH, JLK",19-Sep,,1,,430,510,8,0.9,18,0,30,0,9,0,39,0,20,0,9,0,52,0,58,0,235,0,
2021,25097,M7390,M7391,JO,U.0,10.0,U10,,,,"KAC, DKZ",19-Sep,,4,,500,520,8,0.9,409,0,16,0,68,0,81,0,0,0,4,0,0,0,5,0,583,0,
2021,24745,F9839,M4243,JO,L.5,15.0,L.15,,,,"KAC, DKZ",19-Sep,,1,,570,425,8,0.9,0,0,7,0,0,0,0,0,0,0,9,0,4,0,7,0,27,0,
2021,25054,M4235,M4236,JO,J.5,5.0,J.5,,,,"NKH, MDM",16-Sep,,1,,380,450,8,0.9,4,0,9,0,1,0,1,0,10,0,1,0,5,0,0,0,31,0,
2021,24377,M6314,M6315,JO,D.0,0.5,D0.,,,,"DKZ,MDM",14-Sep,,1,,550,690,8,0.9,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,
2021,24385,M6322,M6323,JO,E.0,5.0,E5,,,,"DKZ, MDM",21-Sep,,1,,400,390,8,0.9,1,0,12,0,17,0,0,0,0,0,6,0,1,0,0,0,37,0,
2021,25076,M7079,-,JO,O.5,19.5,O.19.,,,,"KAC, DKZ",19-Sep,,2,,550,500,8,0.9,5,0,5,0,5,0,6,0,36,0,1,0,4,0,208,0,270,0,
2021,25145,M7894,M7895,JO,H.5,15.0,H.15,,,,"NKH, JLK",19-Sep,,1,,160,200,8,0.9,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,
2021,25225,M6635,M5906,JO,D.0,18.0,D18,,,,"NKH, JLK",19-Sep,,3,,320,370,8,0.9,164,0,137,0,59,0,99,0,23,0,39,0,3,0,83,0,607,0,
2021,24262,M5395,M4241,JO,M.5,6.5,M.6.,,,,"NKH, MDM",16-Sep,,2,,520,270,8,0.9,1,0,11,0,59,0,10,0,37,0,22,0,4,0,9,0,153,0,
2021,25264,M7386,M7387,JO,D.0,17.0,D17,,,,"NKH, JLK",19-Sep,,4,,520,630,8,0.9,71,0,21,0,198,0,180,0,18,0,102,0,51,0,87,0,728,0,
2021,25289,M7027,M7061,JO,E.0,14.0,E14,,,,"NKH, JLK",19-Sep,,1,,250,490,8,0.9,0,0,12,0,5,0,2,0,7,0,25,0,7,0,4,0,62,0,
2021,25350,F9625,F9793,JO,0.0,1.0,01,,,,"DKZ,MDM",14-Sep,,1,,230,330,8,0.9,2,0,1,0,6,0,4,0,0,0,1,0,1,0,7,0,22,0,
2021,25366,M7034,M7035,JO,T.0,8.0,T8,,,,"KAC, DKZ",19-Sep,,1,,310,295,8,0.9,1,0,5,0,4,0,2,0,1,0,0,0,0,0,2,0,15,0,
2021,25314,M7622,M7623,JO,F.0,0.0,F0,,,,"DKZ,MDM",14-Sep,,1,,180,280,8,0.9,16,0,0,0,1,0,4,0,6,0,1,0,0,0,0,0,28,0,
2021,25234,M7507,M7384,JO,M.5,9.5,M.9.,,,,"NKH, MDM",16-Sep,,1,,290,290,8,0.9,4,0,2,0,26,0,9,0,10,0,33,0,19,0,7,0,110,0,
2021,25399,M8176,M8177,JO,0.5,0.5,0.0.,,,,"DKZ,MDM",14-Sep,,1,,380,540,8,0.9,2,0,4,0,7,0,3,0,5,0,0,0,0,0,22,0,43,0,
2021,25403,M8182,M8183,JO,F.0,10.5,F10.,,,,DKZ,21-Sep,,1,,260,320,8,0.9,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,4,0,
2021,25404,M8145,M8146,JO,E.0,19.0,E.19,,,,DKZ,21-Sep,,1,,340,550,8,0.9,1,0,3,0,0,0,0,0,7,0,0,0,1,0,1,0,13,0,
2021,24357,F9841,F9842,JO,O.0,12.0,O12,,,,"KAC, DKZ",19-Sep,,1,,360,340,8,0.9,3,0,0,0,2,0,18,0,6,0,0,0,7,0,2,0,38,0,
2021,24411,M5651,M5652,SU,E.5,4.5,E.4.,,,,"NKH, DKZ",20-Sep,,2,,260,280,8,0.9,1,0,0,0,0,0,20,0,0,0,35,0,0,0,7,0,63,0,
2021,24411,M5651,M5652,SU,H.5,5.0,H.5,,,,"NKH, DKZ",20-Sep,,1,,300,540,8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
2021,24411,M5651,M5652,SU,G.0,5.5,G5.,,,,"NKH, DKZ",20-Sep,,2,,340,480,8,0.9,2,0,1,0,14,0,16,0,4,0,2,0,2,0,56,0,97,0,
2021,22236,F9358,M4016,SU,J.5,4.0,J.4,,,,"NKH, DKZ, JLK",15-Sep,,1,,440,640,8,0.9,5,0,33,0,8,0,37,0,73,0,6,0,17,0,4,0,183,0,
2021,24655,M4250,M4224,SU,K.5,8.0,K.8,,,,"NKH, DKZ",20-Sep,,2,,280,400,8,0.9,0,0,0,0,7,0,18,0,6,0,44,0,0,0,26,0,101,0,
2021,24664,F9937,F9938,SU,T.5,7.5,T.7.,,,,"NKH, DKZ, JLK",15-Sep,,1,,275,855,8,0.9,0,0,0,0,5,0,0,0,13,0,0,0,0,0,13,0,31,0,
2021,24338,M5614,M5615,SU,P.0,5.0,N5.,,,,"NKH, DKZ, JLK",15-Sep,,1,,380,580,8,0.9,0,0,0,0,3,0,1,0,1,0,3,0,4,0,10,0,22,0,
2021,22652,M4667,M4668,SU,M.0,4.5,M4.,,,,"NKH, DKZ, JLK",15-Sep,,3,,660,685,8,0.9,1,0,16,0,39,0,7,0,8,0,1,0,0,0,71,0,143,0,
2021,25158,M7249,M7250,SU,Q.0,0.0,Q11,,,,"NKH, DKZ, JLK",15-Sep,,1,,388,730,8,0.9,3,0,4,0,13,0,5,0,8,0,14,0,0,0,3,0,50,0,
2021,25158,M7249,M7250,SU,O.0,11.0,O11,,,,"NKH, DKZ, JLK",15-Sep,,1,,520,670,8,0.9,3,0,44,0,35,0,6,0,0,0,0,0,4,0,6,0,98,0,
2021,24991,M7141,M7142,SU,L.0,10.5,L10.,,,," NKH, KAC, DKZ",23-Sep,,N/A,,430,530,8,0.9,8,0,22,0,13,0,10,0,15,0,0,0,0,0,20,0,88,0,
2021,25207,F9705,F9706,SU,S.0,8.0,S8,,,," NKH, KAC, DKZ",23-Sep,,N/A,,180,420,8,0.9,5,0,2,0,10,0,4,0,37,0,21,0,3,0,64,0,146,0,
2021,25207,F9705,F9706,SU,Q.0,9.0,Q9,,,," NKH, KAC, DKZ",23-Sep,,N/A,,260,710,8,0.9,1,0,15,0,2,0,0,0,12,0,0,0,10,0,101,0,141,0,
2021,24673,M6628,M5839,SU,J.5,2.5,J.2.,,,,"NKH, DKZ",20-Sep,,1,,270,430,8,0.9,4,0,0,0,32,0,101,0,4,0,8,0,0,0,13,0,162,0,
2021,24673,M6628,M5839,SU,K.0,3.0,K3,,,,"NKH, DKZ",20-Sep,,1,,130,230,8,0.9,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,13,0,
2021,24696,M4226,M4228,SU,K.0,6.5,K6.,,,,"NKH, DKZ",20-Sep,,2,,320,540,8,0.9,12,0,18,0,2,0,15,0,5,0,28,0,0,0,3,0,83,0,
2021,24813,M6640,M6641,SU,B.0,6.0,B6,,,,"NKH, DKZ",20-Sep,,2,,450,610,8,0.9,85,0,3,0,0,0,23,0,242,0,0,0,0,0,44,0,397,0,
2021,21676,M1772,M1773,SU,A.0,7.0,A7,,,," NKH, KAC, DKZ",23-Sep,,N/A,,270,420,8,0.9,0,0,3,0,4,0,0,0,0,0,1,0,27,0,0,0,35,0,
2021,21676,M1772,M1773,SU,-0.5,5.5,-0.5.,,,," NKH, KAC, DKZ",23-Sep,,N/A,,430,490,8,0.9,20,0,2,0,0,0,0,0,5,0,33,0,36,0,75,0,171,0,
2021,25169,F7097,F7098,SU,R.5,2.0,R.2,,,,"NKH, DKZ, JLK",15-Sep,,2,,610,700,8,0.9,8,0,45,0,19,0,12,0,99,0,75,0,32,0,7,0,297,0,
2021,24803,M7048,M3380,SU,U.0,5.5,U5.,,,,"NKH, DKZ, JLK",15-Sep,,2,,250,445,8,0.9,95,0,49,0,48,0,3,0,2,0,10,0,12,0,51,0,270,0,
2021,24532,M6556,M6558,SU,P.0,3.0,P3,,,,"NKH, DKZ, JLK",15-Sep,,3,,635,780,8,0.9,20,0,8,0,43,0,37,0,47,0,179,0,0,0,6,0,340,0,
2021,24494,M6524,M6525,SU,H.5,12.0,H.12,,,,"NKH, MDM, JLK",18-Sep,,2,,420,450,8,0.9,6,0,7,0,9,0,16,0,7,0,11,0,19,0,96,0,171,0,
2021,23193,H1711,H1712,SU,B.0,7.5,B7.,,,," NKH, DKZ",20-Sep,,2,,220,420,8,0.9,0,0,44,0,1,0,0,0,0,0,0,0,2,0,300,0,347,0,
2021,23938,M5842,M6029,SU,B.5,3.0,B.3,,,,"NKH, DKZ",20-Sep,,2,,380,540,8,0.9,1,0,6,0,0,0,4,0,1,0,0,0,90,0,1,0,103,0,
2021,25108,M6093,S0953,SU,D.0,9.0,D9,,,,"NKH, DKZ",20-Sep,,2,,380,710,8,0.9,9,0,8,0,6,0,3,0,19,0,19,0,53,0,167,0,284,0,
2021,24864,M7131,-,SU,T.5,4.0,T3,,,,"NKH, DKZ, JLK",15-Sep,,2,,440,500,8,0.9,18,0,12,0,5,0,12,0,1,0,47,0,33,0,23,0,151,0,
2021,23967,M6274,M6275,SU,G.5,14.5,G.14.,,,,"NKH, MDM, JLK",18-Sep,,1,,370,440,8,0.9,0,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,9,0,
2021,24317,M6648,M5665,SU,G.0,3.0,G3,,,,"NKH, DKZ",20-Sep,,2,,370,530,8,0.9,1,0,8,0,17,0,49,0,2,0,4,0,2,0,143,0,226,0,
2021,24160,F9910,F9914,SU,C.0,12.0,C12,,,," NKH, DKZ",20-Sep,,3,,300,560,8,0.9,0,0,0,0,17,0,0,0,22,0,54,0,0,0,14,0,107,0,
2021,25092,F9715,F9716,SU,U.0,1.0,U1,,,," NKH, KAC, DKZ",23-Sep,,N/A,,310,460,8,0.9,2,0,2,0,0,0,0,0,2,0,0,0,6,0,2,0,14,0,
2021,25092,F9715,F9716,SU,S.0,1.0,S1,,,," NKH, KAC, DKZ",23-Sep,,N/A,,440,460,8,0.9,9,0,7,0,6,0,0,0,2,0,3,0,39,0,33,0,99,0,
2021,25156,M7828,M7829,SU,C.0,18.0,C18,,,,"NKH, MDM, JLK",18-Sep,,1,,450,490,8,0.9,11,0,6,0,0,0,14,0,0,0,18,0,10,0,0,0,59,0,
2021,25224,M6633,M6634,SU,K.5,15.0,K.15,,,,"NKH, MDM, JLK",18-Sep,,1,,260,270,8,0.9,1,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,10,0,
2021,25236,M7831,M7830,SU,E.5,1.5,E.1.,,,,"NKH, DKZ",20-Sep,,3,,440,540,8,0.9,0,0,42,0,11,0,58,0,1,0,23,0,1,0,0,0,136,0,
2021,25237,M6095,M6094,SU,-1.0,17.0,-117,,,,"NKH, MDM, JLK",18-Sep,,2,,480,500,8,0.9,8,0,17,0,55,0,77,0,45,0,47,0,8,0,461,0,718,0,
2021,25230,M7235,M7241,SU,E.0,11.5,E11.,,,,"NKH, DKZ",20-Sep,,1,,200,220,8,0.9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,
2021,24940,M7059,M7495,SU,0.5,3.0,0.3,,,,"NKH, DKZ",20-Sep,,2,,450,600,8,0.9,4,0,20,0,4,0,1,0,25,0,8,0,19,0,3,0,84,0,
2021,24940,M7059,M7495,SU,-1.0,3.0,-13,,,,"NKH, DKZ",20-Sep,,1,,530,620,8,0.9,3,0,11,0,10,0,0,0,1,0,26,0,6,0,1,0,58,0,
2021,25386,M7243,M7216,SU,G.0,8.0,G8,,,,"NKH, DKZ",20-Sep,,2,,340,360,8,0.9,8,0,2,0,0,0,0,0,145,0,0,0,7,0,66,0,228,0,
2021,25320,M7219,M7212,SU,N.0,7.5,N7.,,,," NKH, KAC, DKZ",23-Sep,,N/A,,450,490,8,0.9,4,0,6,0,12,0,10,0,8,0,0,0,17,0,97,0,154,0,
2021,25342,M7799,M7800,SU,B.5,10.5,B.10.,,,,"NKH, DKZ",20-Sep,,1,,265,550,8,0.9,0,0,0,0,1,0,0,0,9,0,3,0,7,0,0,0,20,0,
2021,25409,M8326,M8327,SU,P.0,5.0,P5,,,,"NKH, DKZ, JLK",15-Sep,,2,,570,710,8,0.9,3,0,20,0,16,0,2,0,18,0,6,0,5,0,38,0,108,0,
2021,25302,M7776,M7777,SU,K.5,1.0,K.1,,,,"NKH, DKZ, JLK",15-Sep,,1,,420,620,8,0.9,7,0,0,0,8,0,12,0,11,0,0,0,0,0,51,0,89,0,
2021,25415,M8201,M8202,SU,F.5,16.0,F.16,,,,"NKH, MDM, JLK",18-Sep,,1,,170,310,8,0.9,1,0,0,0,2,0,4,0,2,0,0,0,0,0,2,0,11,0,
2021,25416,M8203,M8204,SU,B.5,9.5,B.9.,,,,"NKH, DKZ",20-Sep,,1,,340,400,8,0.9,2,0,2,0,3,0,3,0,3,0,0,0,9,0,0,0,22,0,
2021,25235,M7343,M5838,SU,C.5,15.5,C.15.,,,,"NKH, MDM, JLK",18-Sep,,1,,220,330,8,0.9,1,0,6,0,6,0,3,0,1,0,2,0,19,0,3,0,41,0,
2021,25235,M7343,M5838,SU,D.0,15.0,D15,,,,"NKH, MDM, JLK",18-Sep,,1,,140,390,8,0.9,2,0,3,0,8,0,10,0,4,0,16,0,7,0,14,0,64,0,
2021,,,,SU,A.0,17.0,A17,,,,"NKH, MDM, JLK",18-Sep,,1,,160,300,8,0.9,5,0,5,0,1,0,1,0,5,0,9,0,2,0,3,0,31,0,
2021,,,,SU,I.0,14.5,I14.,,,,"NKH, MDM, JLK",18-Sep,,1,,170,220,8,0.9,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,
2022,25583,M9238,M9239,KL,-8.5,12.0,-8.12,21,,y,JSM,19-Sep,22-Sep,5,5,560,700,8,0.9,35,110,65,11,23,110,38,7,49,175,6,31,22,140,5,2,243,586,
2022,25982,F7100,M6225,KL,-7.5,6.0,-7.6,21,,y,JSM,19-Sep,22-Sep,6,6,500,785,8,0.9,15,260,15,110,1,1,9,0,22,155,23,200,35,366,72,185,192,1277,
2022,25983,M9905,M9906,KL,-7.5,9.0,-7.9,21,,y,RGY,19-Sep,29-Sep,5,5,550,680,8,0.9,12,4,10,13,46,14,15,15,47,12,92,14,65,27,27,46,314,145,
2022,25974,M9137,M9138,KL,-7.5,12.5,-7.12.,21,,y,RGY,19-Sep,29-Sep,5,5,700,740,8,0.9,26,40,36,48,2,37,2,40,8,9,22,48,61,34,43,24,200,280,
2022,25992,M9147,M9148,KL,-6.5,9.0,-6.9,21,,y,RGY,19-Sep,29-Sep,5,5,500,610,8,0.9,0,14,0,16,0,32,6,130,2,40,5,26,17,16,12,15,42,289,
2022,25753,M7639,M7640,KL,-6.0,10.0,-610,21,,y,JSM,19-Sep,22-Sep,5,5,425,515,8,0.9,0,70,13,0,38,92,8,13,34,110,110,405,0,18,8,18,211,726,
2022,24431,M7806,-,KL,-6.0,11.0,-611,21,,y,RGY,19-Sep,29-Sep,4,4,470,800,8,0.9,12,0,28,30,29,0,14,0,3,29,2,4,30,18,16,4,134,85,
2022,24609,J3242,M7259,KL,-5.0,3.0,-53,21,,y,RGY,19-Sep,2-Oct,3,1,430,450,8,0.9,36,0,72,0,8,0,8,0,16,0,0,0,8,0,8,0,156,0,
2022,25704,M9851,M9852,KL,-5.0,9.0,-59,21,,y,JSM,19-Sep,22-Sep,5,5,597,750,8,0.9,75,80,44,90,124,3,10,5,115,295,26,100,62,210,52,168,508,951,
2022,24835,M6875,M6874,KL,-5.0,12.0,-512,21,,y,JSM,19-Sep,1-Oct,4,4,720,730,8,0.9,25,120,24,5,72,191,11,44,20,123,57,10,39,270,55,10,303,773,
2022,25917,M9982,M9983,KL,-5.0,13.0,-513,21,,y,RGY,19-Sep,29-Sep,5,5,530,760,8,0.9,3,17,7,14,10,3,26,28,46,720,23,521,8,27,7,8,130,1338,
2022,25591,M7635,M7636,KL,-4.5,10.0,-4.10,21,,y,JSM,19-Sep,22-Sep,5,5,470,515,8,0.9,6,7,3,2,1,53,2,218,9,341,5,11,7,128,3,2,36,762,
2022,25750,M7643,M7644,KL,-4.5,13.0,-4.13,21,,y,RGY,19-Sep,29-Sep,6,6,510,820,8,0.9,25,80,0,45,35,130,8,160,16,183,8,17,6,64,16,68,114,747,
2022,25331,M7867,M7883,KL,-3.0,8.0,-38,21,,y,JSM,19-Sep,22-Sep,5,5,330,1360,8,0.9,0,0,0,450,0,91,2,200,3,73,0,74,0,2,0,9,5,899,
2022,24818,-,M7100,KL,-3.0,10.0,-310,21,,y,JSM,19-Sep,22-Sep,5,5,490,995,8,0.9,14,23,14,30,1,3,5,7,136,38,14,29,52,2,170,330,406,462,
2022,25752,M7637,M7638,KL,-2.5,11.0,-2.11,21,,y,RGY,19-Sep,2-Oct,5,5,340,550,8,0.9,5,108,9,273,15,140,2,66,14,346,10,161,3,20,3,0,61,1114,
2022,25356,M7978,M7979,KL,-1.0,4.0,-14,21,,y,RGY,19-Sep,29-Sep,5,5,650,650,8,0.9,0,48,0,58,0,0,10,63,3,2,16,0,9,48,13,3,51,222,
2022,25245,M7517,M7518,KL,-1.5,8.5,-1.8.,21,,y,RGY,19-Sep,29-Sep,4,5,570,690,8,0.9,21,18,21,3,19,10,15,9,7,15,56,57,16,8,5,5,160,125,
2022,23294,M5015,M5016,KL,-1.0,10.0,-110,21,,y,JSM,19-Sep,22-Sep,4,3,520,675,8,0.9,33,6,24,8,26,2,220,3,29,17,23,15,14,5,5,8,374,64,
2022,26032,M9972,M9973,KL,0.0,5.5,05.,21,,y,RGY,19-Sep,29-Sep,5,Could not complete - snow,640,960,8,0.9,26,0,3,38,23,13,38,70,8,47,14,13,17,25,6,8,135,214,
2022,25488,M9306,M9307,KL,A.0,3.5,A3.,21,,y,JSM,19-Sep,22-Sep,5,5,610,640,8,0.9,5,41,41,6,1,9,9,6,11,33,145,7,160,25,240,21,27,148,
2022,25973,M9176,M9177,KL,A.0,8.0,A8,21,,y,RGY,19-Sep,29-Sep,5,Could not complete - snow,670,955,8,0.9,11,14,9,7,18,7,50,19,17,0,80,147,30,21,5,3,220,218,
2022,25355,M7853,M7854,KL,A.0,10.5,A10.,21,,y,JSM,19-Sep,22-Sep,4,4,590,690,8,0.9,65,7,10,0,33,0,39,0,9,0,58,1,25,0,3,0,242,8,
2022,24256,M6359,M5169,KL,B.0,2.0,B2,21,,y,RGY,19-Sep,29-Sep,4,Could not complete - snow,460,610,8,0.9,3,8,0,0,44,0,5,4,0,0,0,38,1,2,0,6,53,58,
2022,26019,M6223,M6224,KL,B.5,5.5,B.5. ,21,,y,RGY,19-Sep,28-Sep,4,Could not complete - snow,950,975,8,0.9,17,2,60,3,22,60,12,26,12,18,3,4,12,5,8,0,146,118,
2022,25558,M7649,M7650,KL,B.5,10.5,B.10.,21,,y,RGY,19-Sep,20-Sep,3,6,570,610,8,0.9,207,26,57,184,100,7,131,20,71,0,62,75,80,72,49,22,757,406,
2022,25751,M7641,M7642,KL,C.5,5.0,C.5,21,,y,RGY,19-Sep,28-Sep,5,Could not complete - snow,740,800,8,0.9,0,0,0,0,12,7,20,52,3,35,5,0,2,2,5,40,47,136,
2022,25975,M9153,M9154,KL,C.0,8.5,C8.,21,,y,RGY,19-Sep,28-Sep,5,Could not complete - snow,545,905,8,0.9,10,22,26,44,6,24,4,45,17,40,11,15,38,100,4,8,116,298,
2022,26014,M9170,M9171,KL,C.0,13.0,C13,21,,y,RGY,19-Sep,20-Sep,4,4,460,590,8,0.9,10,0,40,20,70,6,112,1,70,1,13,2,14,18,14,17,343,65,
2022,25422,M8353,M8354,KL,C.5,17.0,C.17,21,,y,RGY,19-Sep,20-Sep,5,6,730,750,8,0.9,22,160,71,310,8,25,24,77,5,142,8,5,22,14,21,15,181,748,
2022,25457,M9351,M9352,KL,C.5,19.0,C.19,21,,y,JSM,19-Sep,1-Oct,4,4,460,560,8,0.9,8,4,10,14,6,8,3,6,5,8,8,4,2,8,7,5,49,57,
2022,26022,M9168,M9169,KL,D.5,5.5,D.5.,21,,y,RGY,19-Sep,20-Sep,5,5,640,930,8,0.9,10,40,4,6,8,14,90,15,22,46,3,10,3,4,1,14,141,149,
2022,25903,M9980,M9981,KL,D.0,7.0,D7,21,,y,RGY,19-Sep,24-Sep,4,5,570,680,8,0.9,17,6,1,22,14,40,109,129,205,129,56,17,45,80,0,7,447,430,
2022,25437,M9372,M9373,KL,E.0,1.0,E1,21,,y,JSM,20-Sep,22-Sep,5,5,620,640,8,0.9,75,60,9,182,49,3,26,72,256,240,37,101,95,9,93,150,640,817,
2022,26018,M6221,M6222,KL,E.0,11.0,E11,21,,y,JSM,19-Sep,22-Sep,5,5,505,700,8,0.9,36,25,16,27,65,53,17,6,46,30,44,12,3,0,25,26,252,179,
2022,25863,M9448,M9449,KL,F.0,3.0,F3,21,,y,JSM,20-Sep,22-Sep,3,6,545,580,8,0.9,6,7,39,46,7,54,0,27,2,72,0,19,120,120,46,195,220,540,
2022,24471,M6568,M6569,KL,F.0,6.5,F6.,21,,y,JSM,19-Sep,22-Sep,4,3,550,710,8,0.9,4,3,16,0,15,6,0,90,4,8,12,1,20,2,0,0,71,110,
2022,25611,M7627,-,KL,F.0,17.0,F17,21,,y,JSM,19-Sep,22-Sep,4,4,760,800,8,0.9,0,17,1,0,0,8,2,68,12,22,0,68,1,5,0,3,16,191,
2022,25098,-,M7055,KL,F.0,18.5,F18.,21,,y,JSM,19-Sep,22-Sep,6,4,640,680,8,0.9,13,6,35,120,9,3,13,6,4,3,10,14,30,2,73,90,187,244,
2022,25685,M9385,M9386,KL,G.5,2.0,G.2,21,,y,RGY,20-Sep,24-Sep,5,6,600,730,8,0.9,19,110,65,351,50,19,9,80,38,114,5,61,20,120,11,25,217,880,
2022,25735,M7967,M7968,KL,G.0,5.0,G5,21,,y,RGY,20-Sep,28-Sep,5,Could not complete - snow,500,670,8,0.9,11,2,2,0,1,24,0,20,17,0,5,5,20,52,1,31,57,134,
2022,24424,F9240,M6505,KL,H.0,1.0,H1,21,,y,JSM,N/A,1-Oct,N/A,2,470,880,8,0.9,17,0,53,0,3,0,17,2,41,0,2,0,6,0,5,0,144,2,
2022,25736,M7971,M7972,KL,H.5,3.5,H.3.,21,,y,RGY,20-Sep,24-Sep,6,5,530,690,8,0.9,33,237,20,18,62,0,1,540,14,4,0,2,21,1,10,21,161,823,
2022,25917,M9982,M9983,KL,H.0,4.5,H4.,21,,y,RGY,20-Sep,20-Sep,5,4,470,520,8,0.9,510,173,24,22,32,3,24,0,50,50,53,11,35,6,1,2,729,267,
2022,25737,M7478,M7479,KL,H.0,6.0,H6,21,,y,RGY,19-Sep,28-Sep,5,Could not complete - snow,350,1130,8,0.9,7,100,23,3,13,4,0,1,8,19,18,15,19,0,0,1,88,143,
2022,26024,M9164,M9165,KL,H.0,9.0,H9,21,,y,JSM,19-Sep,1-Oct,4,5,450,660,8,0.9,37,13,9,27,11,45,4,10,39,70,11,45,41,11,15,1,167,222,
2022,24787,M4217,M7813,KL,H.0,11.0,H11,21,,y,RGY,19-Sep,24-Sep,5,6,470,620,8,0.9,92,110,21,108,75,475,28,117,63,305,10,13,250,500,81,4,620,1632,
2022,25239,M9102,M7593,KL,H.0,12.0,H12,21,,y,RGY,19-Sep,24-Sep,3,3,380,540,8,0.9,8,4,0,5,7,2,0,1,3,0,1,10,3,6,4,1,26,29,
2022,25487,M8383,-,KL,H.0,15.0,H15,21,,y,JSM,20-Sep,2-Oct,5,4,510,600,8,0.9,6,60,6,120,11,7,13,43,7,23,1,27,13,1,7,29,64,310,
2022,24702,M5646,M6096,KL,I.0,5.0,I5,21,,y,RGY,19-Sep,20-Sep,5,5,565,560,8,0.9,84,290,51,200,36,234,4,240,122,107,115,4,22,24,33,46,467,1145,
2022,25604,M8332,M8333,KL,I.0,17.5,I17. ,21,,y,JSM,19-Sep,24-Sep,6,4,320,510,8,0.9,0,21,0,29,1,4,1,115,1,20,0,24,0,29,17,28,20,270,
2022,26023,M9992,M9993,KL,I.0,19.5,I19.,21,,y,JSM,N/A,2-Oct,N/A,6,760,920,8,0.9,21,22,5,10,1,1,11,11,6,36,15,27,15,33,5,124,79,264,
2022,25423,M8355,-,KL,I.5,20.5,I.20.,21,,y,JSM,19-Sep,24-Sep,6,5,590,820,8,0.9,22,235,25,85,42,5,26,470,0,127,5,1,25,41,7,11,152,975,
2022,25184,M7868,M7869,KL,I.0,21.0,I21,21,,y,JSM,19-Sep,24-Sep,5,4,450,470,8,0.9,0,3,1,34,8,79,8,21,17,126,9,5,3,260,1,5,47,533,
2022,25984,M9988,M9989,KL,J.0,1.0,J1,21,,y,RGY,20-Sep,24-Sep,5,4,610,630,8,0.9,10,180,6,44,8,0,3,1,5,124,40,47,1,6,3,70,76,472,
2022,24002,M6152,M4223,KL,J.5,6.5,J.6.,21,,y,JSM,19-Sep,1-Oct,0,4,450,770,8,0.9,43,2,4,0,108,7,54,11,6,9,0,4,12,146,0,21,227,200,
2022,25513,M7473,M7474,KL,J.5,9.0,J.9,21,,y,RGY,19-Sep,25-Sep,4,4,550,110,8,0.9,2,4,0,80,27,3,0,12,8,113,8,47,0,15,2,13,47,287,
2022,25514,M7475,M7476,KL,J.0,11.0,J11,21,,y,RGY,19-Sep,28-Sep,5,Could not complete - snow,520,1100,8,0.9,30,5,32,30,30,24,15,3,40,120,30,200,11,13,0,28,188,423,
